,Name,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCode,DesignatorCode,CertificateHoldingOffice,CertificateNumber,AccessoryRatingClass1,AccessoryRatingClass2,AccessoryRatingClass3,AccessoryRatingLimited,AirframeRatingClass1,AirframeRatingClass2,AirframeRatingClass3,AirframeRatingClass4,AirframeRatingLimited,InstrumentRatingClass1,InstrumentRatingClass2,InstrumentRatingClass3,InstrumentRatingClass4,InstrumentRatingLimited,PowerplantRatingClass1,PowerplantRatingClass2,PowerplantRatingClass3,PowerplantRatingLimited,PropellerRating1,PropellerRating2,PropellerRatingLimited,RadioRatingClass1,RadioRatingClass2,RadioRatingClass3,RadioRatingLimited,LimitedRatingEquipment,LimitedRatingAircraftFabric,LimitedRatingNonDestructiveTst,LimitedRatingFloats,LimitedRatingSpecializedServic,LimitedRatingRotorBlades,LimitedRatingLandingGear,Status,Original_Issue_Date,EASA_Certificate_Number,EASA_Expiration_Date,Certificated_Mechanics,Repairmen,Non_Certificated,Total_Employees
2219,KINGMAN AIRLINE SERVICES INC                      ,4530 FLIGHTLINE DRIVE              ,                                   ,                                   ,KINGMAN               ,AZ,86401,K9GR,WP19,K9GR490Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 2-FEB-2000, , , 10, 0, 27, 44
2220,APPLIED COMPOSITE STRUCTURES INC                  ,1095/1195 COLUMBIA STREET          ,                                   ,                                   ,BREA                  ,CA,92821,K9KR,WP23,K9KR481Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , , , , 0, 4, 5, 14
2221,KOOL AIR TECHNOLOGY LLC                           ,15130 DOWNEY AVENUE                ,                                   ,                                   ,PARAMOUNT             ,CA,90723,K9LR,WP23,K9LR793X,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 3-JAN-2005,  6149        ,  1-NOV-2020, 0, 3, 0, 3
2222,SANDEL AVIONICS INC                               ,2401 DOGWOOD WAY                   ,                                   ,                                   ,VISTA                 ,CA,92081,K9VR,WP09,K9VR912X,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 25-MAY-2004,  6228        ,  1-NOV-2021, 2, 4, 0, 39
2223,GE AVIATION SYSTEMS LLC                           ,1354 CLIFFORD AVE.                 ,                                   ,                                   ,LOVES PARK            ,IL,61111,KA2R,GL03,KA2R945K,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-OCT-1971,  4237        ,  1-AUG-2020, 1, 4, 5, 14
2224,HAMILTON SUNDSTRAND AVIATION SERVICES INC         ,3601 FLAMINGO ROAD                 ,                                   ,                                   ,MIRAMAR               ,FL,33027,KA4R,SO19,KA4R303M,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 29-NOV-1976,  4295        ,  1-SEP-2020, 60, 25, 100, 165
2225,FOUNTAIN PLATING COMPANY INC                      ,492 PROSPECT AVE                   ,                                   ,                                   ,WEST SPRINGFIELD      ,MA,1089,KB1R,EA63,KB1R264K,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 15-JUL-1970,  6323        ,  1-FEB-2021, 0, 9, 165, 173
2226,"BEJNA, ROBERT LADDIE                              ",971 BABBITT AVE                    ,                                   ,                                   ,ADDISON               ,IL,60101,KB2R,GL03,KB2R946K,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 25-JAN-1971, , , 1, 1, 1, 2
2227,MCCORMICK AIRCRAFT MAINTENANCE LLC                ,2108 W. WASHINGTON AVE.            ,                                   ,                                   ,YAKIMA                ,WA,98903,KB6R,NM13,KB6R659N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 3-AUG-1982, , , 3, 0, 1, 4
2228,HELICOPTER SERVICES OF NEVADA L L C               ,1411B  AIRPORT ROAD                ,                                   ,                                   ,BOULDER CITY          ,NV,89005,KBMR,WP19,KBMR477F,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 25-FEB-1997,  6580        ,  23-OCT-2020, 3, 0, 0, 3
2229,CLASSIC SERVICE CENTER LLC                        ,2244 S 1640 W                      ,                                   ,                                   ,WOODS CROSS           ,UT,84087,KBTR,NM07,KBTR482F,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 30-OCT-1985, , , 11, 0, 0, 16
2230,BARNES AEROSPACE  WINDSOR AIRMOTIVE DIVISION      ,7 CONNECTICUT SOUTH DRIVE          ,                                   ,                                   ,EAST GRANBY           ,CT,6026,KC1R,EA63,KC1R265K,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 13-AUG-1987,  5020        ,  1-AUG-2020, 1, 14, 61, 102
2231,AIRCRAFT SYSTEMS INC                              ,5187 FALCON RD                     ,                                   ,                                   ,ROCKFORD              ,IL,61109,KC2R,GL03,KC2R947K,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 29-NOV-1971, , , 2, 5, 0, 7
2232,WISCONSIN AEROSTATION LTD                         ,W1341 HIGHWAY B                    ,                                   ,                                   ,SULLIVAN              ,WI,53178,KC5R,GL13,KC5R983M,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 18-MAY-1984, , , 0, 1, 0, 1
2233,ISLAND AVIATION INC                               ,1678 South 8th. Street # G-1       ,                                   ,                                   ,FERNANDINA BEACH      ,FL,32034,KCOR,SO15,KCOR492F,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 28-MAR-1987, , , 2, 2, 0, 4
2234,KTI TURBO TECH INC                                ,3 THOMPSON ROAD                    ,                                   ,                                   ,EAST WINDSOR          ,CT,6088,KD1R,EA63,KD1R266K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 10-JAN-1972, , , 0, 1, 4, 5
2235,PACWEST INSTRUMENT LABS INC                       ,1721 RAILROAD ST                   ,                                   ,                                   ,CORONA                ,CA,92880,KD3R,WP21,KD3R627L,N,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 1-MAR-1982,  4723        ,  1-AUG-2020, 0, 7, 24, 53
2236,KINGS AVIONICS INC                                ,2483 South 1200 East               ,                                   ,                                   ,Apple Valley          ,UT,84737,KD6R,NM07,KD6R661N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 29-MAR-1983, , , 3, 6, 0, 9
2237,HONEYWELL                                         ,8840 EVERGREEN BLVD                ,                                   ,                                   ,COON RAPIDS           ,MN,55433,KE2R,GL15,KE2R949K,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-OCT-1961,  4538        ,  1-AUG-2020, 0, 11, 101, 112
2238,KORRY ELECTRONICS COMPANY                         ,11910 BEVERLY PARK ROAD            ,                                   ,                                   ,EVERETT               ,WA,98204,KE7R,NM01,KE7R393J,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 4-SEP-1998,  4618        ,  1-AUG-2020, 0, 22, 99, 650
2239,ACTION PLATING CORP                               ,1220 ALI BABA AVE                  ,                                   ,                                   ,OPA LOCKA             ,FL,33054,KF4R,SO19,KF4R308M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 21-JUL-1977, , , 0, 4, 3, 13
2240,KEARFOTT CORPORATION                              ,2858 US HWY 70 W                   ,                                   ,                                   ,BLACK MOUNTAIN        ,NC,28711,KFUR,EA68,KFUR636X,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , , 0, 2, 45, 356
2241,BEVAN AVIATION INC                                ,1880 S. AIRPORT ROAD               ,HANGAR 3                           ,                                   ,WICHITA               ,KS,67209,KG2R,CE07,KG2R951K,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 31-OCT-1961, , , 3, 11, 2, 17
2242,CERTIFIED ENGINES UNLIMITED INC                   ,1630 SOUTHWEST 75TH AVE WEST HANGAR,NORTH PERRY AIRPORT                ,                                   ,PEMBROKE PINES        ,FL,33023,KG4R,SO19,KG4R309M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 20-JUN-1977,  4301        ,  1-AUG-2020, 6, 0, 8, 17
2243,B AND G INDUSTRIES LLC                            ,2548 PRIVATEER LANE                ,                                   ,                                   ,GREYBULL              ,WY,82426,KGBR,NM03,KGBR507Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N, ACTIVE            , 20-APR-2006, , , 4, 0, 3, 8
2244,LAFAYETTE AVIONICS INC                            ,1632 Aviation Drive                ,"Purdue University Airport, Hangar 7",                                   ,WEST LAFAYETTE        ,IN,47906,KH2R,GL11,KH2R952K,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 10-SEP-1982, , , 0, 3, 0, 4
2245,LENNYS AIRMOTIVE INC                              ,PO BOX 101                         ,SALMON ARPT                        ,                                   ,SALMON                ,ID,83467,KH6R,NM11,KH6R665N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 24-JUN-1985, , , 1, 0, 0, 2
2246,ROCKWELL COLLINS INC                              ,EASTERN IOWA MUNICIPAL AIRPORT     ,2815 LIPPISCH PLACE SW             ,                                   ,CEDAR RAPIDS          ,IA,52404,KI2R,CE01,KI2R953K,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 8-MAR-1983, , , 5, 0, 0, 5
2247,HYDRO HONING LABORATORIES INC                     ,8 EASTERN PARK ROAD                ,                                   ,                                   ,EAST HARTFORD         ,CT,6108,KJ1R,EA63,KJ1R272K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y, ACTIVE            , 7-JUN-1971,  4559        ,  1-AUG-2020, 0, 6, 33, 43
2248,KALITTA AIR LLC                                   ,10990 BLACKMORE AVENUE             ,                                   ,                                   ,BELLEVILLE            ,MI,48111,KK0R,GL23,KK0R872X,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 10-MAR-2004,  6526        ,  29-NOV-2021, 5, 4, 10, 24
2249,METALLIZING SERVICE COMPANY INC                   ,11 CODY ST                         ,                                   ,                                   ,ELMWOOD               ,CT,6110,KK1R,EA63,KK1R273K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 24-AUG-1971, , , 0, 3, 40, 73
2250,GOLD STAR AVIATION INC                            ,1421 SKYHARBOR DR                  ,                                   ,                                   ,OLIVEHURST            ,CA,95961,KKGR,WP25,KKGR153K,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 15-APR-1988, , , 1, 1, 1, 4
2251,KENTUCKY AIRMOTIVE INC                            ,709 AIRPORT RD                     ,                                   ,                                   ,MT. STERLING          ,KY,40353,KKIR,CE17,KKIR563B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , , , , 3, 1, 1, 5
2252,PRIME TURBINES LLC                                ,1615 DIPLOMAT DRIVE                ,                                   ,                                   ,CARROLLTON            ,TX,75006,KKOR,SW19,KKOR693Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 10-JUL-2007,  6172        ,  1-MAR-2021, 12, 1, 4, 30
2253,WINDSOR AIRMOTIVE WESTCHESTER DIVISION            ,9826 CRESCENT PARK DRIVE           ,                                   ,                                   ,WEST CHESTER          ,OH,45069,KKWR,GL05,KKWR148K,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 9-NOV-1988,  5353        ,  1-JUN-2021, 1, 46, 70, 116
2254,WRJ INC                                           ,6150 HIGHLAND RD                   ,                                   ,                                   ,WATERFORD             ,MI,48327,KL2R,GL23,KL2R956K,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 4-JAN-1962, , , 9, 2, 1, 20
2255,EAST COAST TANK SEALING INC                       ,3811 NW 37 CT                      ,                                   ,                                   ,MIAMI                 ,FL,33142,KL4R,SO19,KL4R314M,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 8-MAY-1978, , , 0, 5, 3, 9
2256,"BAUWENS, MICHAEL G                                ",7749 N WHILEAWAY ROAD W.           ,PO BOX 981150                      ,                                   ,PARK CITY             ,UT,84098,KL6R,NM07,KL6R669N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 26-FEB-1986, , , 0, 1, 0, 1
2257,CHROMALLOY GAS TURBINE CORPORATION                ,7007 CONSOLIDATED WAY              ,                                   ,                                   ,SAN DIEGO             ,CA,92123,KM3R,WP09,KM3R636L,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N, ACTIVE            , 9-MAR-1987,  4322        ,  1-AUG-2020, 4, 16, 70, 140
2258,ROCKWELL COLLINS INC AIRCRAFT CERTIFICATION CENTER,EASTERN IOWA MUNICIPAL AIRPORT     ,2815 LIPPISCH PLACE SW             ,                                   ,CEDAR RAPIDS          ,IA,52404,KN2R,CE01,KN2R958K,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 15-NOV-1974, , , 6, 6, 0, 19
2259,ACME AEROSPACE INC                                ,528 WEST 21ST STREET               ,                                   ,                                   ,TEMPE                 ,AZ,85282,KN6R,WP07,KN6R671N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 11-FEB-1986,  5058        ,  1-FEB-2021, 0, 4, 0, 5
2260,MACH .81 LLC                                      ,2365 BERNVILLE ROAD                ,                                   ,                                   ,READING               ,PA,19605,KNIR,EA05,KNIR462K,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 9-JAN-2003, , , 1, 0, 0, 1
2261,KALITTA AIR LLC                                   ,5063 SKYWAY  DRIVE                 ,HANGAR 7                           ,                                   ,OSCODA                ,MI,48750,KO0R,GL61,KO0R718X,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , ,  6239        ,  1-DEC-2021, 565, 25, 431, 1355
2262,MONTICELLO AVIATION INC                           ,MONTICELLO MUNICIPAL AIRPORT       ,                                   ,                                   ,MONTICELLO            ,IA,52310,KO2R,CE01,KO2R959K,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 30-SEP-1976, , , 3, 1, 0, 4
2263,ARIES AVIATION CORP                               ,5440 N.W. 33rd Ave. Suite 103      ,                                   ,                                   ,Fort. Lauderdale      ,FL,33309,KO4R,SO19,KO4R317M,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 31-MAR-1978,  4168        ,  1-AUG-2021, 1, 3, 1, 11
2264,V H L AIRCRAFT INC                                ,5000 NW 74TH AVENUE                ,                                   ,                                   ,MIAMI                 ,FL,33166,KP4R,SO19,KP4R318M,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 23-JUN-1978,  4996        ,  1-AUG-2020, 2, 4, 24, 31
2265,R C AVIONICS INC                                  ,2161 MISSOURI ROW                  ,ANOKA AIRPORT                      ,                                   ,BLAINE                ,MN,55449,KP5R,GL15,KP5R996M,N,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 4-AUG-1981, , , 1, 7, 0, 9
2266,"ACC-KP, LLC                                       ",1575 W. 124th Avenue               ,Suite 210                          ,                                   ,Westminster           ,CO,80234,KP7R,NM03,KP7R699J,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 21-SEP-1994,  5690        ,  31-JUL-2019, 5, 2, 4, 13
2267,COMMANDER AIRCRAFT CORPORATION                    ,1600 Westheimer Dr.                ,                                   ,                                   ,Norman                ,OK,73069,KQ0R,SW15,KQ0R957C,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 8-DEC-2016, , , 1, 0, 3, 6
2268,LIFE SYSTEMS INC                                  ,18515-7A henson blvd               ,                                   ,                                   ,hagerstown            ,MD,21742,KQ1R,EA07,KQ1R279K,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N, ACTIVE            , 11-JUN-1979, , , 1, 0, 0, 2
2269,AERO SKY                                          ,2030 FIRST AVENUE                  ,HANGAR 4                           ,                                   ,SAN ANTONIO           ,TX,78216,KQ7R,SW17,KQ7R556N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 19-MAY-1996,  6281        ,  1-JUL-2020, 20, 0, 17, 37
2270,"WIEDERKEHR, MATT H                                ",130 N ST CROIX TRAIL               ,                                   ,                                   ,LAKELAND              ,MN,55043,KR5R,GL15,KR5R998M,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 4-APR-1984, , , 0, 5, 0, 5
2271,CURTISS-WRIGHT CONTROLS INTEGRATED SENSING INC    ,1150 N. FIESTA BLVD                ,                                   ,                                   ,GILBERT               ,AZ,85233,KS3R,WP07,KS3R642L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 2-OCT-1969,  4562        ,  1-AUG-2020, 1, 2, 8, 15
2272,SIKORSKY AIRCRAFT CUSTOMER SVC AND COMPLETION CNTR,17900 BEELINE HIGHWAY              ,                                   ,                                   ,JUPITER               ,FL,33478,KS4R,SO19,KS4R321M,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 12-SEP-1978, , , 100, 0, 10, 110
2273,AIR RIDERS AVIATION INC                           ,1432 E. VALENCIA DR.               ,                                   ,                                   ,FULLERTON             ,CA,92831,KSSR,WP05,KSSR654X,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 6-MAY-2003, , , 0, 1, 0, 2
2274,DELAVAN INC                                       ,811 4TH STREET.                    ,                                   ,                                   ,WEST DES MOINES       ,IA,50265,KT2R,CE01,KT2R964K,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 6-AUG-1984,  4378        ,  1-AUG-2020, 2, 25, 134, 156
2275,SPENCER AVIONICS INC                              ,1979 330TH STREET                  ,                                   ,                                   ,SPENCER               ,IA,51301,KU2R,CE01,KU2R965K,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 14-FEB-1977, , , 1, 3, 2, 8
2276,"ATLAS AEROSPACE ACCESSORIES, LLC                  ",7820 NW 56 ST                      ,                                   ,                                   ,MIAMI                 ,FL,33166,KU4R,SO19,KU4R323M,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-MAY-1987,  4181        ,  31-JAN-2022, 14, 4, 26, 77
2277,KULITE SEMICONDUCTOR PRODUCTS INC                 ,400 WILLOW TREE ROAD               ,                                   ,                                   ,LEONIA                ,NJ,7605,KU7R,EA25,KU7R407Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-DEC-1999,  5178        ,  1-MAR-2022, 0, 3, 275, 850
2278,KAVLICO CORPORATION                               ,1461 Lawrence Drive                ,                                   ,                                   ,Thousand Oaks         ,CA,91320,KV7R,WP01,KV7R686N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 2-JUN-1997,  6395        ,  1-MAR-2022, 0, 9, 117, 126
2279,BALTIMORE POLICE AVIATION UNIT                    ,701 WILSON POINT ROAD              ,"HANGAR 499, BOX 31                 ",                                   ,BALTIMORE             ,MD,21220,KW1R,EA07,KW1R285Z,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 17-SEP-2003, , , 5, 1, 0, 6
2280,LEARJET INC                                       ,TUCSON INTL AIRPORT                ,1255 EAST AERO PARK BLVD           ,                                   ,TUCSON                ,AZ,85756,KW3R,WP07,KW3R646L,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 19-DEC-1978,  4626        ,  1-AUG-2020, 98, 57, 43, 279
2281,METAL INNOVATIONS INC                             ,22155 YELLOW GATE LANE NE          ,                                   ,                                   ,AURORA                ,OR,97002,KW7R,NM09,KW7R756N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N, ACTIVE            , 8-JAN-1997, , , 14, 3, 6, 29
